iter	RMSE
221	0.177821622
222	0.1775426235
223	0.1774610214
224	0.1771725689
225	0.1770854689
226	0.1767178192
227	0.1766716239
228	0.1763968704
229	0.175959518
230	0.1759030666
231	0.1757695156
232	0.1756925175
233	0.1754345327
234	0.1752151175
235	0.1751387528
236	0.1749049615
237	0.1745452767
238	0.1743218767
239	0.1742483716
240	0.1739011649
241	0.1738353934
242	0.1736240746
243	0.1735590646
244	0.1733588814
245	0.1729228144
246	0.1727322115
247	0.1721640472
248	0.1716313077
249	0.1714482662
250	0.1713886463
251	0.1710104668
252	0.1706960701
253	0.1705230486
254	0.1700362867
255	0.1699915052
256	0.1696492184
257	0.1695943853
258	0.1692715017
259	0.1691048993
260	0.1689469043
261	0.1685155134
262	0.1684587505
263	0.1681654269
264	0.1681227385
265	0.1679734138
266	0.1678303854
267	0.1674357583
268	0.1671689877
269	0.1670327488
270	0.1669922598
271	0.1667404152
272	0.1664380623
273	0.1660224492
274	0.1658922839
275	0.1656596591
276	0.1656045874
277	0.165299589
278	0.1649129472
279	0.1646926385
280	0.1643580771
281	0.1640783336
282	0.1640366018
283	0.1639152966
284	0.163814498
285	0.1635511081
286	0.163366144
287	0.1630221659
288	0.1629098528
289	0.1625743482
290	0.1623595808
291	0.1623096303
292	0.1621131352
293	0.1619133077
294	0.161819455
295	0.1617159045
296	0.1612846518
297	0.1610335249
298	0.160847828
299	0.1606530476
300	0.1606168174
301	0.1604435542
302	0.1603951243
303	0.1602137632
304	0.1600373963
305	0.1596438691
306	0.159333275
307	0.1591784767
308	0.1589461655
309	0.1589114168
310	0.1588280316
311	0.1587334497
312	0.1583607976
313	0.1582704864
314	0.1579984438
315	0.1577785515
316	0.1576738242
317	0.1574449588
318	0.1573988853
319	0.1571555844
320	0.1570806044
321	0.1567185854
322	0.1564849946
323	0.1564131542
324	0.1562601776
325	0.156092011
326	0.1560098263
327	0.1559651929
328	0.1558016354
329	0.1556990613
330	0.1553603851
331	0.1550193727
332	0.1548585232
333	0.154640892
334	0.154507491
335	0.1543492504
336	0.154022127
337	0.1538887778
338	0.1538438062
339	0.1535436778
340	0.1533223613
341	0.1530732412
342	0.1530327145
343	0.1528867183
344	0.1528472215
345	0.1527080599
346	0.152466433
347	0.1521592485
348	0.1520933731
349	0.1520548335
350	0.1519030547
351	0.1516633586
352	0.1513703585
353	0.1511411501
354	0.1510059944
355	0.1508521738
356	0.1507886522
357	0.1507139056
358	0.1505820711
359	0.1504538065
360	0.1502941145
361	0.1502608086
362	0.1500397512
363	0.1499156033
364	0.1496786158
365	0.1495613093
366	0.1494591055
367	0.1493594933
368	0.1492452963
369	0.1491341373
370	0.1490259282
371	0.1489287505
372	0.1487157826
373	0.148613378
374	0.1485543655
375	0.1484006426
376	0.1481833087
377	0.1478999223
378	0.1476858604
379	0.1474694208
380	0.1473329543
381	0.1472624047
382	0.1471331915
383	0.1470949002
384	0.1470634214
385	0.1469690366
386	0.1469422193
387	0.1468754341
388	0.1467310943
389	0.1466322256
390	0.1465399277
391	0.14633296
392	0.1461388059
393	0.1459357663
394	0.1456639133
395	0.1456382226
396	0.1454396894
397	0.14540321
398	0.1453508412
399	0.1452511729
400	0.1452231815
401	0.1450787461
402	0.1448750928
403	0.1448419009
404	0.1446504664
405	0.1445608819
406	0.1443954062
407	0.1441361264
408	0.1439526599
409	0.1438278762
410	0.1438023521
411	0.1436261788
412	0.1435406714
413	0.1434215723
414	0.1433909733
415	0.1433678828
416	0.1432841584
417	0.1431493512
418	0.1430675912
419	0.142820189
420	0.1426790233
421	0.1426513795
422	0.1425711744
423	0.1424783121
424	0.1423879047
425	0.1423097277
426	0.142173743
427	0.1420856218
428	0.1419998151
429	0.141826784
430	0.1416563317
431	0.141492804
432	0.1412954759
433	0.1410805248
434	0.1409487496
435	0.1407422853
436	0.1406607174
437	0.1405812732
438	0.140503892
439	0.1403767896
440	0.1402161625
441	0.1400172592
442	0.1398022481
443	0.1397288749
444	0.1396573931
445	0.1396293228
446	0.1395027907
447	0.1394329764
448	0.1393185095
449	0.1392928151
450	0.1392171091
451	0.1390685552
452	0.1390455286
453	0.1388864624
454	0.1388133872
455	0.1386798846
456	0.1386085593
457	0.138382265
458	0.1382609791
459	0.1380705241
460	0.1379169885
461	0.1378947384
462	0.1376230126
463	0.1375561893
464	0.1374910878
465	0.137230751
466	0.1370483339
467	0.1369052583
468	0.1367983273
469	0.1365506532
470	0.1365276948
471	0.1362904226
472	0.1362695675
473	0.1360422251
474	0.1359782338
475	0.1357604349
476	0.1356433546
477	0.135504666
478	0.1353826251
479	0.1352526347
480	0.1352345808
481	0.1350595353
482	0.134934648
483	0.1348737483
484	0.1346676436
485	0.1345078361
486	0.1343938833
487	0.1342840106
488	0.1340860282
489	0.1338963954
490	0.1337949118
491	0.1336770851
492	0.1335102096
493	0.1334502404
494	0.1333434984
495	0.1332275869
496	0.1331690354
497	0.1329878002
498	0.1329208816
499	0.1327471947
500	0.1325807731
501	0.1325233541
502	0.1323637749
503	0.1322344624
504	0.1320740151
505	0.1320553868
506	0.1318709196
507	0.131811654
508	0.1317571862
509	0.1317001281
510	0.1316452094
511	0.1316277485
512	0.131460255
513	0.1314069715
514	0.1312669192
515	0.1312149028
516	0.1310808794
517	0.1310300975
518	0.1308694266
519	0.1307500379
520	0.1305343286
521	0.130432511
522	0.130304085
523	0.1301812463
524	0.1301657548
525	0.130070691
526	0.1299024799
527	0.1297846732
528	0.1296719837
529	0.129623468
530	0.1294321133
531	0.129384808
532	0.1293689619
533	0.1292608174
534	0.1291573632
535	0.1290583894
536	0.1289025522
537	0.1288561584
538	0.1287437067
539	0.1286998059
540	0.1284989736
541	0.1283806103
542	0.1281977506
543	0.1280227327
544	0.1279797843
545	0.1277882848
546	0.1276038123
547	0.1274382034
548	0.1273429824
549	0.1273267266
550	0.1271497521
551	0.127034805
552	0.1268954887
553	0.1268270668
554	0.1266730627
555	0.1265680909
556	0.1264204414
557	0.1263650078
558	0.1262901491
559	0.1261379176
560	0.1260966644
561	0.125926747
562	0.1257853353
563	0.125622357
564	0.1254653092
565	0.1253546867
566	0.1253420972
567	0.1253262807
568	0.1251747441
569	0.1250651442
570	0.1249997377
571	0.1249358792
572	0.1249063936
573	0.1248185863
574	0.1246912874
575	0.1246505423
576	0.1245880229
577	0.1245616441
578	0.1244919307
579	0.1244448844
580	0.1244050908
581	0.1243389574
582	0.124225429
583	0.1241179634
584	0.1240143184
585	0.1239753656
586	0.1238271974
587	0.1237318121
588	0.1236317024
589	0.1235314259
590	0.1234207388
591	0.1233954876
592	0.123299252
593	0.1231568593
594	0.1230934918
595	0.1230206666
596	0.122923586
597	0.1228309555
598	0.1227227474
599	0.1226321614
600	0.1224858609
601	0.1223211847
602	0.1222849201
603	0.1221973014
604	0.1221618844
605	0.1221273327
606	0.122101926
607	0.1220682045
608	0.1220074998
609	0.1219607985
610	0.1219031843
611	0.1218702374
612	0.1218155788
613	0.1217297582
614	0.1216843943
615	0.1216191149
616	0.1215366786
617	0.1215136742
618	0.1213557637
619	0.121303616
620	0.1212243498
621	0.1211249084
622	0.1211027892
623	0.1210266484
624	0.1209572014
625	0.120851999
626	0.1207133015
627	0.1206090518
628	0.1205357218
629	0.1203608639
630	0.1202949009
631	0.1202727273
632	0.1202295103
633	0.1201809944
634	0.1201500066
635	0.1201100476
636	0.1200092325
637	0.1198689826
638	0.1197352705
639	0.1196903504
640	0.1196194346
641	0.1196047581
642	0.1194694452
643	0.1193771207
644	0.1192313449
645	0.1191630533
646	0.1191332398
647	0.1191041564
648	0.1190248518
649	0.1188960024
650	0.1187568655
651	0.1187138006
652	0.1186480219
653	0.118590034
654	0.1185268714
655	0.1184544469
656	0.1183937788
657	0.1183333001
658	0.1182379097
659	0.1181608288
660	0.1181024591
661	0.1180429476
662	0.1179973184
663	0.1179701372
664	0.1178449975
665	0.117818439
666	0.1176876377
667	0.1176510787
668	0.1176109363
669	0.1175849594
670	0.11754063
671	0.1174657867
672	0.1173112321
673	0.1171855024
674	0.1171515154
675	0.1170681296
676	0.1169473294
677	0.1168552189
678	0.1167824828
679	0.1167392922
680	0.1167258469
681	0.1166690794
682	0.1166126118
683	0.1164958754
684	0.1163740766
685	0.116244952
686	0.116127411
687	0.1160956572
688	0.116025182
689	0.1159126336
690	0.1158440432
691	0.1157633091
692	0.1157134475
693	0.1156584679
694	0.1156340114
695	0.1156101509
696	0.1154959644
697	0.115381996
698	0.1152458659
699	0.1151364891
700	0.1150310214
701	0.1149645135
702	0.1149089242
703	0.1148793529
704	0.1148150129
705	0.1147131058
706	0.1146081307
707	0.1145463585
708	0.1144463212
709	0.1143862095
710	0.1143282087
711	0.1143096968
712	0.114271483
713	0.1142157542
714	0.1141801479
715	0.1141372957
716	0.1141004606
717	0.1140132458
718	0.1139586524
719	0.1138483787
720	0.1137877802
721	0.1136822633
722	0.1135839835
723	0.1134825051
724	0.1134295342
725	0.1133235342
726	0.1132725604
727	0.1132629583
728	0.1132172456
729	0.1131631821
730	0.1131070223
731	0.1130880746
732	0.1129874501
733	0.112935447
734	0.1128861745
735	0.1128635595
736	0.1128455503
737	0.1127661548
738	0.1127230131
739	0.1126736092
740	0.1126235561
741	0.1125622441
742	0.112540769
743	0.1124928312
744	0.1124718616
745	0.1123752946
746	0.1123258061
747	0.1122715882
748	0.1122554279
749	0.112234913
750	0.1121837305
751	0.1121636984
752	0.1120662911
753	0.1120199324
754	0.111973998
755	0.1119223703
756	0.1118656172
757	0.1118181166
758	0.1117755458
759	0.1117303006
760	0.1116874413
761	0.1116409355
762	0.1116003838
763	0.1115590593
764	0.1115399815
765	0.1114974085
766	0.1114695139
767	0.1114508744
768	0.1113503789
769	0.1113237123
770	0.111221152
771	0.111202885
772	0.1111703996
773	0.1111331707
774	0.1110324144
775	0.1110150537
776	0.110919995
777	0.1108441936
778	0.1108272164
779	0.1107358011
780	0.1106455293
781	0.1105607539
782	0.1104687107
783	0.1104159659
784	0.110292952
785	0.1102527349
786	0.1102094891
787	0.1101652393
788	0.1101281646
789	0.1100858675
790	0.1100210669
791	0.1099757319
792	0.1098781573
793	0.1098282744
794	0.1097880041
795	0.1097403828
796	0.1097027585
797	0.109609846
798	0.1095734915
799	0.1094872917
800	0.1094454504
801	0.109403978
802	0.1093292714
803	0.1092469546
804	0.1092052475
805	0.1091672449
806	0.1091503721
807	0.1091339036
808	0.1091178287
809	0.1090771036
810	0.1089922153
811	0.1089765079
812	0.1088966608
813	0.1088206521
814	0.1088052927
815	0.1087677776
816	0.1086909117
817	0.1086758761
818	0.1086430061
819	0.1086282916
820	0.108555468
821	0.1085316507
822	0.1084576307
823	0.1084432399
824	0.1083709129
825	0.1083312804
826	0.1082572628
827	0.1082431958
828	0.1081742681
829	0.1081054916
830	0.1080917269
831	0.1080253717
832	0.1079582463
833	0.1078973541
834	0.1078611229
835	0.1078237613
836	0.1077873028
837	0.107721937
838	0.1076659963
839	0.1076088149
840	0.1075739231
841	0.1075322503
842	0.1075168235
843	0.1074653707
844	0.1074338494
845	0.1073811801
846	0.1073676915
847	0.1073174126
848	0.1072019756
849	0.1071872794
850	0.1071569019
851	0.107123555
852	0.1070586369
853	0.1070447046
854	0.1070101885
855	0.1069813318
856	0.1069465146
857	0.1069008307
858	0.1068382535
859	0.1067670016
860	0.1067042585
861	0.1066400528
862	0.1066009945
863	0.1065539558
864	0.1064655778
865	0.1064021801
866	0.1063875835
867	0.1062842745
868	0.1062016167
869	0.1061707216
870	0.1061579833
871	0.1061114311
872	0.1060690615
873	0.1060394475
874	0.1060110976
875	0.1059728712
876	0.1059454886
877	0.1059083623
878	0.1058593628
879	0.1058202719
880	0.1057247625
881	0.1056925994
882	0.1056792111
883	0.1056676584
884	0.1055909468
885	0.1055172675
886	0.10548105
887	0.1054458781
888	0.1054057159
889	0.1053799862
890	0.1053551573
891	0.1053130275
892	0.1052842747
893	0.1052603068
894	0.1051906899
895	0.1051513856
896	0.1050660246
897	0.105004763
898	0.1049590547
899	0.1049280832
900	0.1048675931
901	0.1048102693
902	0.1047805505
903	0.104717309
904	0.1046397982
905	0.1046053451
906	0.1045718723
907	0.1045053717
908	0.1044440386
909	0.1044088871
910	0.1043466185
911	0.104313992
912	0.1042941141
913	0.1042720636
914	0.1042509996
915	0.1042304702
916	0.1041966883
917	0.1041629928
918	0.1041317102
919	0.1040919076
920	0.1040197127
921	0.1039630479
922	0.1039076808
923	0.1038711595
924	0.1038063552
925	0.1037762888
926	0.103722113
927	0.1037101576
928	0.1036851015
929	0.1036721239
930	0.1036191575
931	0.1036065845
932	0.1035947889
933	0.1035278449
934	0.1034699776
935	0.1034576868
936	0.1034286313
937	0.1033745275
938	0.1033480004
939	0.1032940543
940	0.1032658183
941	0.103213972
942	0.1031634455
943	0.1031127358
944	0.103100877
945	0.1030892992
946	0.1030405259
947	0.102991645
948	0.102946076
949	0.10286727
950	0.1028184679
951	0.1027707656
952	0.1027241359
953	0.102678552
954	0.1026128921
955	0.1026067247
956	0.1025958195
957	0.1025380606
958	0.1024938638
959	0.1024299398
960	0.1024061019
961	0.1023614948
962	0.1023168771
963	0.1022732564
964	0.1022624189
965	0.1022518341
966	0.10221035
967	0.1021999963
968	0.1021599502
969	0.1021498241
970	0.1021072503
971	0.102097353
972	0.1020679768
973	0.1020304392
974	0.1019924605
975	0.1019601843
976	0.101925003
977	0.1018937178
978	0.1018631736
979	0.1018315928
980	0.1017739678
981	0.1017032695
982	0.1016756442
983	0.1016176995
984	0.1015839003
985	0.1015541593
986	0.1014983791
987	0.1014433462
988	0.1014240385
989	0.1014020642
990	0.1013731368
991	0.101320243
992	0.101271795
993	0.1012436035
994	0.1012132711
995	0.1011955143
996	0.1011774801
997	0.1011602922
998	0.1011401265
999	0.1011066618
